customer_id,customer_segment,city,created_at
CUST00050,REGULAR,Ha Noi,2026-07-11T19:33:00+00:00
CUST00051,CHURN_RISK,Hai Phong,2026-02-13T11:47:39+00:00
CUST00052,NEW,Ha Noi,2026-03-11T15:01:54+00:00
CUST00053,NEW,Ho Chi Minh,2026-06-03T20:24:02+00:00
CUST00054,REGULAR,Hai Phong,2026-06-07T03:52:27+00:00
CUST00055,NEW,Hai Phong,2025-09-29T23:17:57+00:00
CUST00056,NEW,Ha Noi,2025-12-01T14:58:31+00:00
CUST00057,NEW,Ha Noi,2025-08-13T15:21:25+00:00
CUST00058,REGULAR,Hai Phong,2026-02-06T12:55:44+00:00
CUST00059,CHURN_RISK,Ha Noi,2026-06-15T03:26:02+00:00
CUST00060,CHURN_RISK,Da Nang,2025-08-13T15:22:06+00:00
CUST00061,VIP,Hai Phong,2025-11-13T15:55:11+00:00
CUST00062,CHURN_RISK,Ho Chi Minh,2026-06-04T19:58:24+00:00
CUST00063,NEW,Can Tho,2025-10-29T15:31:15+00:00
CUST00064,VIP,Ha Noi,2026-07-30T11:40:02+00:00
CUST00065,REGULAR,Ha Noi,2025-07-31T14:40:47+00:00
CUST00066,REGULAR,Ha Noi,2025-12-24T08:07:59+00:00
CUST00067,REGULAR,Hai Phong,2026-07-02T04:36:42+00:00
CUST00068,REGULAR,Can Tho,2025-12-24T14:22:13+00:00
CUST00069,CHURN_RISK,Hue,2025-12-29T00:43:19+00:00
CUST00070,VIP,Ho Chi Minh,2025-11-24T19:24:15+00:00
CUST00071,VIP,Hai Phong,2026-06-28T00:43:19+00:00
CUST00072,CHURN_RISK,Da Nang,2025-08-12T11:54:07+00:00
CUST00073,NEW,Hai Phong,2025-12-13T23:55:20+00:00
CUST00074,NEW,Ha Noi,2026-01-16T11:04:27+00:00
CUST00075,REGULAR,Da Nang,2025-08-31T19:28:50+00:00
CUST00076,VIP,Da Nang,2026-06-17T02:27:15+00:00
CUST00077,VIP,Can Tho,2025-07-21T16:26:41+00:00
CUST00078,NEW,Hue,2025-09-26T20:54:52+00:00
CUST00079,NEW,Ho Chi Minh,2026-05-05T08:39:49+00:00
CUST00080,REGULAR,Da Nang,2026-04-29T02:17:43+00:00
CUST00081,VIP,Ho Chi Minh,2025-11-17T04:24:38+00:00
CUST00082,CHURN_RISK,Da Nang,2025-08-22T01:18:33+00:00
CUST00083,NEW,Hue,2026-03-03T07:18:32+00:00
CUST00084,NEW,Da Nang,2025-10-14T22:36:06+00:00
CUST00085,VIP,Ho Chi Minh,2025-10-26T23:29:40+00:00
CUST00086,CHURN_RISK,Can Tho,2026-08-16T01:26:24+00:00
CUST00087,REGULAR,Can Tho,2026-08-05T05:38:16+00:00
CUST00088,REGULAR,Hai Phong,2026-06-29T17:25:59+00:00
CUST00089,NEW,Da Nang,2026-05-27T17:31:33+00:00
CUST00090,NEW,Da Nang,2025-10-11T02:32:56+00:00
CUST00091,CHURN_RISK,Can Tho,2025-10-23T07:43:20+00:00
CUST00092,REGULAR,Ho Chi Minh,2025-07-24T17:46:27+00:00
CUST00093,CHURN_RISK,Ha Noi,2026-06-08T08:52:27+00:00
CUST00094,CHURN_RISK,Hue,2025-09-07T14:20:17+00:00
CUST00095,VIP,Ho Chi Minh,2025-10-08T22:43:06+00:00
CUST00096,NEW,Hai Phong,2026-05-22T05:51:17+00:00
CUST00097,CHURN_RISK,Da Nang,2026-04-19T03:52:29+00:00
CUST00098,REGULAR,Ho Chi Minh,2026-08-10T08:22:45+00:00
CUST00099,VIP,Da Nang,2025-09-07T07:58:23+00:00
CUST00100,VIP,Da Nang,2025-12-06T00:34:57+00:00
CUST00101,VIP,Ha Noi,2026-07-03T22:23:59+00:00
CUST00102,REGULAR,Can Tho,2025-07-30T17:33:53+00:00
CUST00103,NEW,Can Tho,2026-02-26T11:25:52+00:00
CUST00104,VIP,Hai Phong,2025-12-20T00:37:56+00:00
CUST00105,CHURN_RISK,Can Tho,2026-06-04T22:13:22+00:00
CUST00106,CHURN_RISK,Ha Noi,2026-01-23T06:12:53+00:00
CUST00107,REGULAR,Da Nang,2026-02-27T13:43:15+00:00
CUST00108,VIP,Can Tho,2026-04-15T14:54:19+00:00
CUST00109,VIP,Can Tho,2026-04-17T21:28:27+00:00
CUST00110,CHURN_RISK,Hue,2026-04-23T14:46:56+00:00
CUST00111,CHURN_RISK,Hue,2025-08-08T04:55:49+00:00
CUST00112,REGULAR,Can Tho,2026-01-03T23:14:59+00:00
CUST00113,NEW,Da Nang,2026-04-26T19:44:27+00:00
CUST00114,VIP,Hai Phong,2026-02-23T15:18:53+00:00
CUST00115,CHURN_RISK,Hue,2026-06-13T01:00:44+00:00
CUST00116,VIP,Ha Noi,2025-09-25T21:51:30+00:00
CUST00117,VIP,Ho Chi Minh,2025-10-01T05:36:25+00:00
CUST00118,NEW,Ho Chi Minh,2025-07-21T20:09:17+00:00
CUST00119,NEW,Hai Phong,2026-03-06T14:52:54+00:00
CUST00120,REGULAR,Hue,2025-11-13T23:37:42+00:00
CUST00121,REGULAR,Ho Chi Minh,2025-11-30T13:42:56+00:00
CUST00122,NEW,Hai Phong,2026-05-23T16:37:50+00:00
CUST00123,CHURN_RISK,Ha Noi,2026-01-08T03:48:09+00:00
CUST00124,NEW,Hai Phong,2026-06-27T05:15:28+00:00
CUST00125,VIP,Hai Phong,2025-12-17T05:59:39+00:00
CUST00126,CHURN_RISK,Can Tho,2026-02-22T11:34:07+00:00
CUST00127,CHURN_RISK,Hai Phong,2026-05-08T02:04:28+00:00
CUST00128,VIP,Can Tho,2026-02-06T22:21:57+00:00
CUST00129,CHURN_RISK,Ha Noi,2025-11-07T08:34:33+00:00
CUST00130,VIP,Da Nang,2025-08-27T17:05:20+00:00
CUST00131,REGULAR,Ho Chi Minh,2026-03-19T15:20:48+00:00
CUST00132,REGULAR,Ha Noi,2026-03-06T17:39:28+00:00
CUST00133,CHURN_RISK,Hai Phong,2026-07-25T07:05:33+00:00
CUST00134,CHURN_RISK,Can Tho,2025-08-06T13:21:18+00:00
CUST00135,CHURN_RISK,Hai Phong,2026-08-17T07:18:25+00:00
CUST00136,CHURN_RISK,Hai Phong,2026-01-16T00:11:09+00:00
CUST00137,REGULAR,Hai Phong,2026-05-23T19:31:41+00:00
CUST00138,NEW,Hai Phong,2026-04-06T21:32:10+00:00
CUST00139,CHURN_RISK,Hue,2026-06-14T12:49:14+00:00
CUST00140,REGULAR,Can Tho,2026-01-17T11:33:13+00:00
CUST00141,NEW,Ha Noi,2025-12-05T18:28:56+00:00
CUST00142,CHURN_RISK,Ho Chi Minh,2026-07-30T12:32:53+00:00
CUST00143,REGULAR,Hai Phong,2026-04-10T12:46:19+00:00
CUST00144,CHURN_RISK,Da Nang,2025-10-22T09:34:17+00:00
CUST00145,VIP,Ha Noi,2026-02-12T03:49:36+00:00
CUST00146,NEW,Da Nang,2026-05-22T05:53:20+00:00
CUST00147,NEW,Ha Noi,2025-08-04T23:08:31+00:00
CUST00148,NEW,Can Tho,2026-06-19T22:13:35+00:00
CUST00149,NEW,Can Tho,2025-08-05T10:50:12+00:00
CUST00150,VIP,Da Nang,2026-06-13T07:15:27+00:00
CUST00151,NEW,Ho Chi Minh,2025-07-30T00:11:39+00:00
CUST00152,NEW,Da Nang,2025-12-31T19:28:00+00:00
CUST00153,CHURN_RISK,Hai Phong,2025-08-08T05:19:14+00:00
CUST00154,REGULAR,Ha Noi,2025-11-13T20:00:38+00:00
CUST00155,NEW,Can Tho,2025-10-10T14:42:53+00:00
CUST00156,CHURN_RISK,Hue,2026-03-24T06:52:56+00:00
CUST00157,VIP,Ha Noi,2025-09-13T09:09:37+00:00
CUST00158,NEW,Hai Phong,2025-07-31T01:49:15+00:00
CUST00159,CHURN_RISK,Hue,2026-06-19T15:14:01+00:00
CUST00160,VIP,Can Tho,2025-09-30T04:54:34+00:00
CUST00161,CHURN_RISK,Hai Phong,2026-02-26T01:40:16+00:00
CUST00162,VIP,Da Nang,2025-09-12T12:26:48+00:00
CUST00163,NEW,Da Nang,2025-09-01T02:43:54+00:00
CUST00164,CHURN_RISK,Can Tho,2025-12-18T12:05:55+00:00
CUST00165,NEW,Hai Phong,2025-09-13T10:40:13+00:00
CUST00166,REGULAR,Da Nang,2025-10-04T12:58:53+00:00
CUST00167,VIP,Can Tho,2026-08-15T00:44:37+00:00
CUST00168,NEW,Ho Chi Minh,2025-11-04T12:02:45+00:00
CUST00169,REGULAR,Hue,2026-02-09T21:08:01+00:00
CUST00170,CHURN_RISK,Ha Noi,2026-07-13T13:35:28+00:00
CUST00171,REGULAR,Da Nang,2025-11-27T01:29:46+00:00
CUST00172,VIP,Hai Phong,2025-07-16T19:40:44+00:00
CUST00173,VIP,Hue,2026-02-19T04:59:35+00:00
CUST00174,REGULAR,Ha Noi,2025-11-04T04:24:46+00:00
CUST00175,REGULAR,Ho Chi Minh,2026-05-24T23:34:15+00:00
CUST00176,VIP,Ha Noi,2025-09-20T15:57:14+00:00
CUST00177,VIP,Ho Chi Minh,2026-04-20T09:56:48+00:00
CUST00178,REGULAR,Da Nang,2026-08-01T17:47:42+00:00
CUST00179,VIP,Hue,2025-08-06T18:04:07+00:00
CUST00180,CHURN_RISK,Ha Noi,2025-09-04T08:41:13+00:00
CUST00181,CHURN_RISK,Hai Phong,2026-02-24T15:15:33+00:00
CUST00182,NEW,Da Nang,2025-08-08T02:48:06+00:00
CUST00183,NEW,Hai Phong,2026-02-03T17:57:41+00:00
CUST00184,NEW,Ho Chi Minh,2026-06-20T18:45:28+00:00
CUST00185,VIP,Ha Noi,2025-07-18T07:39:41+00:00
CUST00186,CHURN_RISK,Can Tho,2025-12-23T22:57:31+00:00
CUST00187,CHURN_RISK,Hai Phong,2025-08-21T07:31:07+00:00
CUST00188,CHURN_RISK,Da Nang,2026-01-04T11:46:18+00:00
CUST00189,NEW,Ho Chi Minh,2025-12-12T12:58:07+00:00
CUST00190,NEW,Ho Chi Minh,2026-05-15T12:35:54+00:00
CUST00191,REGULAR,Ha Noi,2026-03-08T22:22:32+00:00
CUST00192,CHURN_RISK,Da Nang,2026-08-06T16:01:51+00:00
CUST00193,VIP,Hue,2025-09-10T02:08:17+00:00
CUST00194,REGULAR,Da Nang,2025-10-08T06:28:28+00:00
CUST00195,REGULAR,Hai Phong,2026-07-04T20:58:36+00:00
CUST00196,REGULAR,Da Nang,2025-09-23T06:41:54+00:00
CUST00197,REGULAR,Da Nang,2025-12-24T04:37:10+00:00
CUST00198,VIP,Hai Phong,2026-06-30T14:21:55+00:00
CUST00199,CHURN_RISK,Da Nang,2026-01-31T08:06:35+00:00
CUST00200,NEW,Can Tho,2026-08-03T15:23:59+00:00
CUST00201,VIP,Can Tho,2026-05-11T18:22:03+00:00
CUST00202,NEW,Hue,2025-09-24T21:06:08+00:00
CUST00203,REGULAR,Hai Phong,2026-01-23T23:46:33+00:00
CUST00204,VIP,Ho Chi Minh,2025-07-16T19:17:53+00:00
CUST00205,CHURN_RISK,Ha Noi,2026-02-12T14:30:29+00:00
CUST00206,VIP,Hue,2026-07-09T00:08:31+00:00
CUST00207,CHURN_RISK,Hue,2026-02-02T04:15:28+00:00
CUST00208,CHURN_RISK,Can Tho,2026-08-05T05:40:55+00:00
CUST00209,VIP,Da Nang,2026-07-03T21:23:02+00:00
CUST00210,NEW,Hue,2025-09-05T19:26:48+00:00
CUST00211,NEW,Ho Chi Minh,2026-01-24T00:39:40+00:00
CUST00212,CHURN_RISK,Hue,2026-02-24T03:13:11+00:00
CUST00213,VIP,Can Tho,2026-06-28T07:38:53+00:00
CUST00214,CHURN_RISK,Ha Noi,2026-08-07T20:21:46+00:00
CUST00215,REGULAR,Hue,2026-06-17T02:54:01+00:00
CUST00216,CHURN_RISK,Ha Noi,2026-05-21T07:31:16+00:00
CUST00217,NEW,Hai Phong,2025-08-05T13:19:10+00:00
CUST00218,REGULAR,Hai Phong,2025-08-11T15:49:04+00:00
CUST00219,VIP,Hai Phong,2025-09-19T04:06:16+00:00
CUST00220,REGULAR,Hai Phong,2026-01-11T03:01:58+00:00
CUST00221,REGULAR,Ha Noi,2026-04-30T17:51:17+00:00
CUST00222,CHURN_RISK,Da Nang,2025-08-10T19:32:14+00:00
CUST00223,NEW,Da Nang,2025-11-01T18:38:55+00:00
CUST00224,CHURN_RISK,Ho Chi Minh,2026-02-21T22:00:18+00:00
CUST00225,VIP,Can Tho,2025-10-18T11:44:47+00:00
CUST00226,VIP,Ho Chi Minh,2025-07-23T11:04:15+00:00
CUST00227,CHURN_RISK,Ho Chi Minh,2025-09-11T04:49:39+00:00
CUST00228,VIP,Hue,2026-02-10T22:25:08+00:00
CUST00229,CHURN_RISK,Hai Phong,2025-07-19T21:00:01+00:00
CUST00230,REGULAR,Hai Phong,2025-07-29T22:46:54+00:00
CUST00231,VIP,Ha Noi,2025-09-03T21:38:43+00:00
CUST00232,CHURN_RISK,Ha Noi,2025-11-03T15:06:35+00:00
CUST00233,REGULAR,Ha Noi,2026-02-12T06:35:54+00:00
CUST00234,VIP,Can Tho,2025-11-15T07:05:22+00:00
CUST00235,VIP,Hue,2025-09-09T21:34:29+00:00
CUST00236,VIP,Hue,2025-11-04T18:50:47+00:00
CUST00237,NEW,Can Tho,2026-07-23T00:38:38+00:00
CUST00238,VIP,Ho Chi Minh,2025-10-24T21:03:41+00:00
CUST00239,NEW,Hue,2025-11-11T08:20:10+00:00
CUST00240,REGULAR,Hue,2026-04-22T04:27:35+00:00
CUST00241,VIP,Ha Noi,2026-04-24T07:02:52+00:00
CUST00242,REGULAR,Ho Chi Minh,2026-01-18T23:47:13+00:00
CUST00243,REGULAR,Ho Chi Minh,2026-06-10T09:18:57+00:00
CUST00244,CHURN_RISK,Can Tho,2025-11-19T06:27:42+00:00
CUST00245,REGULAR,Ho Chi Minh,2026-02-16T07:07:09+00:00
CUST00246,VIP,Hue,2026-08-15T11:16:41+00:00
CUST00247,VIP,Hue,2026-01-13T06:57:32+00:00
CUST00248,VIP,Can Tho,2026-04-21T09:59:33+00:00
CUST00249,VIP,Hai Phong,2025-09-15T16:30:01+00:00
CUST00250,CHURN_RISK,Hai Phong,2026-07-07T23:21:26+00:00
CUST00251,VIP,Can Tho,2026-04-22T23:32:29+00:00
CUST00252,NEW,Hue,2026-03-14T16:04:43+00:00
CUST00253,NEW,Can Tho,2025-10-25T03:11:31+00:00
CUST00254,VIP,Ho Chi Minh,2025-12-19T20:04:21+00:00
CUST00255,REGULAR,Can Tho,2026-05-11T00:36:15+00:00
CUST00256,REGULAR,Hue,2026-07-11T12:47:41+00:00
CUST00257,NEW,Da Nang,2025-10-08T12:34:19+00:00
CUST00258,VIP,Hue,2026-06-27T13:31:30+00:00
CUST00259,VIP,Hue,2026-03-06T14:33:07+00:00
CUST00260,VIP,Can Tho,2026-01-31T00:30:07+00:00
CUST00261,REGULAR,Da Nang,2025-08-18T11:24:49+00:00
CUST00262,VIP,Hue,2025-09-05T01:41:30+00:00
CUST00263,CHURN_RISK,Ha Noi,2026-06-23T18:30:11+00:00
CUST00264,CHURN_RISK,Can Tho,2026-03-25T22:22:25+00:00
CUST00265,NEW,Da Nang,2026-01-16T22:26:44+00:00
CUST00266,VIP,Can Tho,2026-03-19T23:28:06+00:00
CUST00267,VIP,Ha Noi,2025-11-22T14:43:30+00:00
CUST00268,VIP,Can Tho,2026-05-23T09:25:15+00:00
CUST00269,CHURN_RISK,Hue,2026-04-20T17:35:00+00:00
CUST00270,REGULAR,Ha Noi,2025-08-06T04:53:20+00:00
CUST00271,CHURN_RISK,Ha Noi,2026-07-11T06:32:59+00:00
CUST00272,REGULAR,Hai Phong,2026-02-18T21:35:55+00:00
CUST00273,CHURN_RISK,Can Tho,2025-10-26T22:39:48+00:00
CUST00274,CHURN_RISK,Hue,2026-07-10T22:08:14+00:00
CUST00275,CHURN_RISK,Da Nang,2026-08-06T13:24:05+00:00
CUST00276,CHURN_RISK,Hai Phong,2025-08-03T22:59:42+00:00
CUST00277,NEW,Hue,2026-03-25T04:50:43+00:00
CUST00278,VIP,Ha Noi,2026-03-13T13:29:37+00:00
CUST00279,NEW,Hai Phong,2026-07-14T03:03:24+00:00
CUST00280,NEW,Ha Noi,2025-10-09T01:10:11+00:00
CUST00281,REGULAR,Can Tho,2026-05-29T02:56:26+00:00
CUST00282,REGULAR,Can Tho,2026-05-24T18:51:50+00:00
CUST00283,VIP,Ho Chi Minh,2025-10-07T23:18:44+00:00
CUST00284,VIP,Ho Chi Minh,2025-07-20T11:18:46+00:00
CUST00285,REGULAR,Ha Noi,2025-11-28T13:15:13+00:00
CUST00286,NEW,Da Nang,2025-10-07T18:40:29+00:00
CUST00287,VIP,Ha Noi,2026-06-11T06:01:52+00:00
CUST00288,CHURN_RISK,Can Tho,2026-07-05T11:30:17+00:00
CUST00289,CHURN_RISK,Da Nang,2026-01-26T14:24:26+00:00
CUST00290,REGULAR,Can Tho,2026-08-01T21:40:53+00:00
CUST00291,VIP,Hai Phong,2025-12-05T15:12:46+00:00
CUST00292,CHURN_RISK,Hai Phong,2026-03-02T09:17:24+00:00
CUST00293,CHURN_RISK,Ha Noi,2025-08-24T23:37:49+00:00
CUST00294,REGULAR,Ha Noi,2026-06-29T22:12:05+00:00
CUST00295,VIP,Hai Phong,2025-07-17T15:22:14+00:00
CUST00296,CHURN_RISK,Can Tho,2025-12-20T17:37:18+00:00
CUST00297,NEW,Hue,2025-12-01T21:30:49+00:00
CUST00298,REGULAR,Hai Phong,2026-02-20T03:49:02+00:00
CUST00299,VIP,Hai Phong,2026-03-12T19:24:32+00:00
CUST00300,VIP,Hai Phong,2026-04-16T17:54:40+00:00
CUST00301,REGULAR,Hue,2025-08-15T17:47:58+00:00
CUST00302,NEW,Ha Noi,2026-02-27T12:51:35+00:00
CUST00303,VIP,Ho Chi Minh,2026-01-08T21:21:08+00:00
CUST00304,VIP,Hue,2026-07-01T18:26:48+00:00
CUST00305,CHURN_RISK,Hue,2026-07-30T03:30:07+00:00
CUST00306,VIP,Da Nang,2026-07-09T01:45:50+00:00
CUST00307,REGULAR,Hue,2026-02-07T07:29:40+00:00
CUST00308,VIP,Can Tho,2026-03-25T05:52:26+00:00
CUST00309,REGULAR,Hai Phong,2025-09-15T00:05:45+00:00
CUST00310,NEW,Can Tho,2025-08-12T13:42:47+00:00
CUST00311,VIP,Ha Noi,2026-06-08T03:50:37+00:00
CUST00312,VIP,Da Nang,2026-04-01T10:00:10+00:00
CUST00313,REGULAR,Can Tho,2025-11-29T23:53:27+00:00
CUST00314,NEW,Ha Noi,2025-10-25T08:22:44+00:00
CUST00315,CHURN_RISK,Hai Phong,2026-04-05T06:53:14+00:00
CUST00316,VIP,Can Tho,2025-12-23T15:56:05+00:00
CUST00317,REGULAR,Ho Chi Minh,2025-10-22T04:16:15+00:00
CUST00318,NEW,Da Nang,2026-02-23T08:21:47+00:00
CUST00319,CHURN_RISK,Hai Phong,2026-05-02T00:14:04+00:00
CUST00320,NEW,Da Nang,2026-02-28T18:18:52+00:00
CUST00321,CHURN_RISK,Can Tho,2025-11-26T02:28:58+00:00
CUST00322,CHURN_RISK,Can Tho,2026-07-28T21:23:29+00:00
CUST00323,REGULAR,Ho Chi Minh,2025-10-18T01:23:53+00:00
CUST00324,NEW,Ha Noi,2026-02-01T15:11:44+00:00
CUST00325,REGULAR,Hai Phong,2026-01-18T17:55:00+00:00
CUST00326,VIP,Ha Noi,2026-03-13T11:02:59+00:00
CUST00327,CHURN_RISK,Ha Noi,2026-02-17T00:34:06+00:00
CUST00328,VIP,Can Tho,2026-02-28T21:34:08+00:00
CUST00329,CHURN_RISK,Da Nang,2026-07-04T21:51:21+00:00
CUST00330,VIP,Ho Chi Minh,2025-10-02T21:05:25+00:00
CUST00331,VIP,Ha Noi,2026-02-26T05:07:55+00:00
CUST00332,CHURN_RISK,Can Tho,2026-03-12T17:52:22+00:00
CUST00333,VIP,Hue,2026-04-05T21:00:42+00:00
CUST00334,REGULAR,Ha Noi,2026-01-27T16:44:16+00:00
CUST00335,REGULAR,Da Nang,2026-03-31T15:24:12+00:00
CUST00336,REGULAR,Ho Chi Minh,2026-07-09T15:11:21+00:00
CUST00337,REGULAR,Can Tho,2026-06-19T02:59:22+00:00
CUST00338,NEW,Ho Chi Minh,2025-08-03T21:09:09+00:00
CUST00339,CHURN_RISK,Can Tho,2025-10-19T14:51:16+00:00
CUST00340,VIP,Hue,2026-04-15T02:57:07+00:00
CUST00341,CHURN_RISK,Hai Phong,2025-12-09T16:23:14+00:00
CUST00342,NEW,Da Nang,2026-01-28T18:25:35+00:00
CUST00343,CHURN_RISK,Ha Noi,2026-07-27T10:43:35+00:00
CUST00344,NEW,Hue,2025-09-07T11:31:40+00:00
CUST00345,CHURN_RISK,Hai Phong,2025-12-29T22:53:25+00:00
CUST00346,NEW,Hai Phong,2025-08-20T19:58:20+00:00
CUST00347,REGULAR,Da Nang,2025-12-20T12:24:45+00:00
CUST00348,NEW,Hai Phong,2026-07-08T17:42:07+00:00
CUST00349,VIP,Hue,2026-07-16T15:34:45+00:00
CUST00350,NEW,Ho Chi Minh,2025-11-09T00:02:20+00:00
CUST00351,REGULAR,Da Nang,2026-03-23T14:06:51+00:00
CUST00352,CHURN_RISK,Da Nang,2025-11-21T09:22:38+00:00
CUST00353,VIP,Ha Noi,2026-04-09T14:08:08+00:00
CUST00354,CHURN_RISK,Da Nang,2026-05-10T09:15:15+00:00
CUST00355,REGULAR,Da Nang,2026-07-17T18:19:04+00:00
CUST00356,VIP,Da Nang,2025-07-28T06:02:54+00:00
CUST00357,CHURN_RISK,Ho Chi Minh,2025-12-24T02:01:48+00:00
CUST00358,VIP,Can Tho,2026-03-21T13:40:13+00:00
CUST00359,REGULAR,Hue,2025-11-10T23:02:24+00:00
CUST00360,NEW,Hue,2025-11-24T07:55:36+00:00
CUST00361,NEW,Da Nang,2026-04-17T13:00:31+00:00
CUST00362,VIP,Hai Phong,2026-06-03T05:45:01+00:00
CUST00363,REGULAR,Ha Noi,2026-04-22T22:16:08+00:00
CUST00364,NEW,Hue,2026-04-06T13:26:13+00:00
CUST00365,REGULAR,Can Tho,2026-03-22T03:45:27+00:00
CUST00366,REGULAR,Hue,2026-02-25T12:53:08+00:00
CUST00367,REGULAR,Hai Phong,2025-12-18T00:58:44+00:00
CUST00368,CHURN_RISK,Ho Chi Minh,2026-01-18T02:22:30+00:00
CUST00369,CHURN_RISK,Ho Chi Minh,2026-03-24T22:56:34+00:00
CUST00370,CHURN_RISK,Hai Phong,2025-10-15T11:29:34+00:00
CUST00371,CHURN_RISK,Ho Chi Minh,2025-09-26T11:24:54+00:00
CUST00372,REGULAR,Da Nang,2026-07-29T16:01:13+00:00
CUST00373,VIP,Can Tho,2025-08-10T14:25:10+00:00
CUST00374,NEW,Da Nang,2026-07-17T07:06:41+00:00
CUST00375,CHURN_RISK,Can Tho,2026-06-21T15:23:27+00:00
CUST00376,REGULAR,Hai Phong,2025-08-30T06:09:11+00:00
CUST00377,CHURN_RISK,Ha Noi,2026-03-14T01:26:26+00:00
CUST00378,CHURN_RISK,Ha Noi,2026-03-23T00:11:24+00:00
CUST00379,NEW,Hue,2025-12-02T06:10:32+00:00
CUST00380,REGULAR,Ha Noi,2026-04-26T10:52:23+00:00
CUST00381,REGULAR,Hue,2026-02-12T18:23:23+00:00
CUST00382,NEW,Ha Noi,2026-05-08T19:55:34+00:00
CUST00383,CHURN_RISK,Ha Noi,2025-10-13T07:16:37+00:00
CUST00384,NEW,Ha Noi,2026-05-16T00:17:05+00:00
CUST00385,CHURN_RISK,Ha Noi,2026-07-05T18:56:44+00:00
CUST00386,NEW,Hue,2026-01-25T14:49:42+00:00
CUST00387,REGULAR,Da Nang,2026-02-28T17:09:57+00:00
CUST00388,REGULAR,Can Tho,2026-03-05T17:40:13+00:00
CUST00389,NEW,Can Tho,2025-07-26T01:45:36+00:00
CUST00390,NEW,Hai Phong,2025-09-04T15:01:00+00:00
CUST00391,CHURN_RISK,Da Nang,2026-05-10T12:35:02+00:00
CUST00392,NEW,Da Nang,2026-05-14T22:04:39+00:00
CUST00393,NEW,Can Tho,2025-10-29T14:33:25+00:00
CUST00394,NEW,Da Nang,2026-01-12T19:33:26+00:00
CUST00395,REGULAR,Hue,2026-02-14T11:37:34+00:00
