order_id,customer_id,order_time,status,payment_method,total_amount
ORD000116,CUST13383,2026-04-13T20:13:11+00:00,SHIPPED,CREDIT_CARD,39945000.0
ORD000117,CUST07638,2026-04-25T11:35:26+00:00,CANCELLED,BANK_TRANSFER,19078000.0
ORD000118,CUST07237,2026-08-17T04:54:35+00:00,SHIPPED,CREDIT_CARD,106860000.0
ORD000119,CUST09514,2026-05-07T06:06:49+00:00,SHIPPED,E_WALLET,137811000.0
ORD000120,CUST08597,2026-07-19T13:46:15+00:00,SHIPPED,BANK_TRANSFER,123764000.0
ORD000121,CUST09567,2026-06-10T11:20:46+00:00,SHIPPED,COD,65799000.0
ORD000122,CUST00746,2026-03-02T11:49:40+00:00,SHIPPED,COD,35524000.0
ORD000123,CUST09165,2026-05-19T16:54:38+00:00,SHIPPED,BANK_TRANSFER,4231000.0
ORD000124,CUST13670,2026-06-30T09:47:22+00:00,SHIPPED,COD,389000.0
ORD000125,CUST03947,2026-02-20T21:45:36+00:00,SHIPPED,CREDIT_CARD,92248000.0
ORD000126,CUST05861,2026-02-22T16:54:02+00:00,CREATED,CREDIT_CARD,121517000.0
ORD000127,CUST17885,2026-03-31T17:56:22+00:00,CREATED,BANK_TRANSFER,12610000.0
ORD000128,CUST09052,2026-05-28T15:18:47+00:00,PAID,COD,51898000.0
ORD000129,CUST10400,2026-05-19T17:37:16+00:00,SHIPPED,E_WALLET,91463000.0
ORD000130,CUST18243,2026-07-06T09:17:04+00:00,PAID,BANK_TRANSFER,95964000.0
ORD000131,CUST16801,2026-06-20T13:35:36+00:00,SHIPPED,E_WALLET,72934000.0
ORD000132,CUST19613,2026-03-30T06:00:16+00:00,PAID,E_WALLET,95257000.0
ORD000133,CUST13274,2026-02-25T16:21:41+00:00,SHIPPED,COD,49437000.0
ORD000134,CUST16964,2026-07-24T03:08:38+00:00,SHIPPED,CREDIT_CARD,71360000.0
ORD000135,CUST17902,2026-02-25T07:13:50+00:00,PAID,COD,89041000.0
ORD000136,CUST09387,2026-07-24T03:34:53+00:00,PAID,COD,27092000.0
ORD000137,CUST04598,2026-07-06T16:50:37+00:00,SHIPPED,COD,39384000.0
ORD000138,CUST08776,2026-04-14T17:23:30+00:00,CREATED,BANK_TRANSFER,69970000.0
ORD000139,CUST19005,2026-03-25T16:14:00+00:00,CREATED,E_WALLET,48231000.0
ORD000140,CUST02497,2026-08-05T01:13:46+00:00,SHIPPED,COD,92691000.0
ORD000141,CUST09100,2026-07-26T11:38:53+00:00,CANCELLED,COD,74276000.0
ORD000142,CUST00718,2026-06-18T16:17:17+00:00,PAID,BANK_TRANSFER,29026000.0
ORD000143,CUST09638,2026-03-21T08:22:08+00:00,PAID,BANK_TRANSFER,31248000.0
ORD000144,CUST04836,2026-08-07T02:04:55+00:00,PAID,COD,45488000.0
ORD000145,CUST06810,2026-08-12T23:34:40+00:00,PAID,E_WALLET,42330000.0
ORD000146,CUST15370,2026-03-04T05:26:15+00:00,CREATED,COD,8553000.0
ORD000147,CUST03801,2026-03-29T16:29:21+00:00,SHIPPED,E_WALLET,95490000.0
ORD000148,CUST03212,2026-06-28T13:44:08+00:00,SHIPPED,BANK_TRANSFER,106388000.0
ORD000149,CUST17276,2026-03-25T22:20:30+00:00,PAID,E_WALLET,56319000.0
ORD000150,CUST16957,2026-04-21T06:22:34+00:00,SHIPPED,BANK_TRANSFER,44107000.0
ORD000151,CUST05641,2026-05-28T13:59:45+00:00,SHIPPED,BANK_TRANSFER,100088000.0
ORD000152,CUST17033,2026-03-07T05:43:05+00:00,CREATED,COD,92116000.0
ORD000153,CUST05722,2026-04-12T04:52:56+00:00,SHIPPED,CREDIT_CARD,18789000.0
ORD000154,CUST00733,2026-05-28T02:59:30+00:00,PAID,E_WALLET,80321000.0
ORD000155,CUST03745,2026-03-24T02:23:43+00:00,PAID,E_WALLET,10035000.0
ORD000156,CUST00695,2026-06-27T14:08:32+00:00,CANCELLED,COD,78082000.0
ORD000157,CUST05498,2026-06-10T01:28:44+00:00,PAID,CREDIT_CARD,47568000.0
ORD000158,CUST02300,2026-04-24T16:52:24+00:00,SHIPPED,CREDIT_CARD,19723000.0
ORD000159,CUST06533,2026-03-25T20:12:13+00:00,SHIPPED,BANK_TRANSFER,87247000.0
ORD000160,CUST09693,2026-06-18T14:45:35+00:00,PAID,CREDIT_CARD,144234000.0
ORD000161,CUST07738,2026-02-27T01:56:43+00:00,SHIPPED,COD,29008000.0
ORD000162,CUST17346,2026-08-18T07:12:00+00:00,SHIPPED,E_WALLET,111614000.0
ORD000163,CUST10734,2026-06-26T20:16:53+00:00,SHIPPED,CREDIT_CARD,43593000.0
ORD000164,CUST05009,2026-03-18T08:00:18+00:00,SHIPPED,E_WALLET,46435000.0
ORD000165,CUST16861,2026-07-24T21:34:42+00:00,SHIPPED,BANK_TRANSFER,59414000.0
ORD000166,CUST06909,2026-08-17T09:18:28+00:00,SHIPPED,CREDIT_CARD,125910000.0
ORD000167,CUST03258,2026-07-22T15:05:44+00:00,SHIPPED,E_WALLET,17130000.0
ORD000168,CUST12033,2026-07-31T10:20:00+00:00,CREATED,BANK_TRANSFER,105358000.0
ORD000169,CUST01746,2026-05-08T05:14:24+00:00,SHIPPED,BANK_TRANSFER,47901000.0
ORD000170,CUST05989,2026-02-27T19:16:33+00:00,PAID,CREDIT_CARD,11516000.0
ORD000171,CUST13082,2026-05-14T21:21:44+00:00,CANCELLED,CREDIT_CARD,41818000.0
ORD000172,CUST01333,2026-08-13T16:03:26+00:00,PAID,E_WALLET,19914000.0
ORD000173,CUST13186,2026-05-24T15:43:12+00:00,CANCELLED,CREDIT_CARD,63927000.0
ORD000174,CUST00396,2026-07-03T04:28:54+00:00,SHIPPED,COD,20223000.0
ORD000175,CUST12872,2026-06-07T08:03:08+00:00,PAID,BANK_TRANSFER,36958000.0
ORD000176,CUST06222,2026-04-05T03:11:34+00:00,CREATED,BANK_TRANSFER,84832000.0
ORD000177,CUST16244,2026-07-20T14:25:09+00:00,SHIPPED,CREDIT_CARD,35877000.0
ORD000178,CUST17138,2026-02-22T03:52:08+00:00,PAID,CREDIT_CARD,98498000.0
ORD000179,CUST12534,2026-07-03T23:11:47+00:00,SHIPPED,E_WALLET,43371000.0
ORD000180,CUST09595,2026-03-14T08:34:33+00:00,CREATED,CREDIT_CARD,58419000.0
ORD000181,CUST05724,2026-02-22T22:36:28+00:00,PAID,COD,84362000.0
ORD000182,CUST08908,2026-06-21T03:18:44+00:00,PAID,BANK_TRANSFER,103304000.0
ORD000183,CUST17223,2026-07-08T10:06:33+00:00,SHIPPED,CREDIT_CARD,34800000.0
ORD000184,CUST00049,2026-03-17T03:45:09+00:00,SHIPPED,E_WALLET,32500000.0
ORD000185,CUST05882,2026-08-16T18:34:57+00:00,PAID,BANK_TRANSFER,124571000.0
ORD000186,CUST13157,2026-03-31T17:51:48+00:00,SHIPPED,BANK_TRANSFER,79647000.0
ORD000187,CUST14614,2026-03-23T18:30:08+00:00,CREATED,BANK_TRANSFER,2586000.0
ORD000188,CUST06905,2026-06-13T12:23:02+00:00,SHIPPED,COD,46156000.0
ORD000189,CUST04665,2026-06-13T08:15:21+00:00,CANCELLED,E_WALLET,13176000.0
ORD000190,CUST18364,2026-08-09T06:29:57+00:00,CANCELLED,COD,91875000.0
ORD000191,CUST00586,2026-03-19T11:52:16+00:00,CREATED,BANK_TRANSFER,15547000.0
ORD000192,CUST08280,2026-06-24T12:50:15+00:00,SHIPPED,E_WALLET,42597000.0
ORD000193,CUST04969,2026-03-22T16:41:42+00:00,SHIPPED,COD,121919000.0
ORD000194,CUST11300,2026-07-06T22:10:20+00:00,CANCELLED,COD,43001000.0
ORD000195,CUST10211,2026-03-30T16:10:14+00:00,PAID,E_WALLET,98273000.0
ORD000196,CUST03194,2026-04-09T18:19:53+00:00,SHIPPED,CREDIT_CARD,44757000.0
ORD000197,CUST07834,2026-06-01T12:31:49+00:00,PAID,BANK_TRANSFER,72235000.0
ORD000198,CUST08499,2026-06-11T16:03:58+00:00,SHIPPED,CREDIT_CARD,3002000.0
ORD000199,CUST03004,2026-05-05T05:08:39+00:00,PAID,BANK_TRANSFER,16883000.0
ORD000200,CUST09767,2026-08-10T19:52:13+00:00,PAID,E_WALLET,64791000.0
ORD000201,CUST02416,2026-03-04T21:34:22+00:00,CREATED,COD,143757000.0
ORD000202,CUST05088,2026-05-18T14:22:37+00:00,SHIPPED,CREDIT_CARD,65571000.0
ORD000203,CUST15392,2026-05-21T20:15:19+00:00,PAID,BANK_TRANSFER,136875000.0
ORD000204,CUST09153,2026-04-28T23:36:13+00:00,CREATED,COD,40751000.0
ORD000205,CUST18670,2026-05-17T06:33:14+00:00,SHIPPED,COD,32158000.0
ORD000206,CUST18757,2026-04-10T01:39:26+00:00,SHIPPED,BANK_TRANSFER,14001000.0
ORD000207,CUST12495,2026-05-19T09:51:23+00:00,SHIPPED,COD,44502000.0
ORD000208,CUST19234,2026-05-30T11:13:32+00:00,SHIPPED,E_WALLET,9780000.0
ORD000209,CUST15668,2026-06-16T03:24:40+00:00,SHIPPED,E_WALLET,4503000.0
ORD000210,CUST07545,2026-03-24T15:15:12+00:00,PAID,COD,8362000.0
ORD000211,CUST11317,2026-03-04T14:36:57+00:00,PAID,BANK_TRANSFER,43401000.0
ORD000212,CUST19986,2026-07-10T01:12:01+00:00,SHIPPED,BANK_TRANSFER,23349000.0
ORD000213,CUST15931,2026-05-26T21:06:47+00:00,CREATED,E_WALLET,29233000.0
ORD000214,CUST01133,2026-07-31T18:31:49+00:00,PAID,COD,73463000.0
ORD000215,CUST11852,2026-07-31T16:40:27+00:00,SHIPPED,CREDIT_CARD,89702000.0
ORD000216,CUST14036,2026-02-25T04:38:23+00:00,CREATED,CREDIT_CARD,131172000.0
ORD000217,CUST12984,2026-07-03T09:56:54+00:00,CREATED,E_WALLET,27459000.0
ORD000218,CUST19836,2026-06-27T02:18:57+00:00,SHIPPED,E_WALLET,39752000.0
ORD000219,CUST06801,2026-06-02T07:56:21+00:00,CANCELLED,COD,101135000.0
ORD000220,CUST04715,2026-04-16T08:32:55+00:00,CREATED,COD,72438000.0
ORD000221,CUST02304,2026-06-23T03:32:00+00:00,SHIPPED,CREDIT_CARD,58200000.0
ORD000222,CUST04412,2026-06-17T09:31:46+00:00,PAID,E_WALLET,60497000.0
ORD000223,CUST12807,2026-05-27T21:39:51+00:00,PAID,E_WALLET,3058000.0
ORD000224,CUST13852,2026-03-29T13:12:42+00:00,SHIPPED,E_WALLET,13407000.0
ORD000225,CUST15853,2026-06-18T22:27:10+00:00,SHIPPED,E_WALLET,17833000.0
ORD000226,CUST19904,2026-03-07T02:29:42+00:00,CANCELLED,COD,42090000.0
ORD000227,CUST01230,2026-04-06T19:18:01+00:00,SHIPPED,E_WALLET,18159000.0
ORD000228,CUST14174,2026-07-05T00:07:39+00:00,PAID,BANK_TRANSFER,53246000.0
ORD000229,CUST00524,2026-03-31T03:40:14+00:00,PAID,COD,161575000.0
ORD000230,CUST12698,2026-03-16T05:46:39+00:00,SHIPPED,CREDIT_CARD,37535000.0
ORD000231,CUST13376,2026-07-04T13:32:24+00:00,CREATED,CREDIT_CARD,127725000.0
ORD000232,CUST04461,2026-04-11T03:40:36+00:00,PAID,E_WALLET,85897000.0
ORD000233,CUST13284,2026-05-12T13:57:28+00:00,PAID,CREDIT_CARD,78286000.0
ORD000234,CUST05814,2026-05-07T05:55:45+00:00,SHIPPED,E_WALLET,62511000.0
ORD000235,CUST00322,2026-03-22T16:29:10+00:00,SHIPPED,CREDIT_CARD,162084000.0
ORD000236,CUST06726,2026-04-29T12:39:59+00:00,PAID,COD,27846000.0
ORD000237,CUST04760,2026-07-15T21:31:52+00:00,SHIPPED,COD,128265000.0
ORD000238,CUST04527,2026-04-14T22:02:07+00:00,CREATED,COD,36817000.0
ORD000239,CUST02826,2026-05-25T15:39:50+00:00,CANCELLED,CREDIT_CARD,10436000.0
ORD000240,CUST08586,2026-06-18T16:32:02+00:00,SHIPPED,CREDIT_CARD,30320000.0
ORD000241,CUST12372,2026-04-12T09:29:57+00:00,SHIPPED,COD,61969000.0
ORD000242,CUST14194,2026-07-27T14:42:11+00:00,SHIPPED,CREDIT_CARD,25771000.0
ORD000243,CUST10835,2026-06-09T08:11:13+00:00,SHIPPED,CREDIT_CARD,13856000.0
ORD000244,CUST10634,2026-08-14T08:30:38+00:00,CREATED,COD,70982000.0
ORD000245,CUST04640,2026-04-11T13:48:32+00:00,PAID,BANK_TRANSFER,21898000.0
ORD000246,CUST11092,2026-05-28T13:33:17+00:00,CREATED,COD,65944000.0
ORD000247,CUST07698,2026-06-30T13:09:54+00:00,PAID,BANK_TRANSFER,71072000.0
ORD000248,CUST15309,2026-04-22T18:05:55+00:00,SHIPPED,CREDIT_CARD,18094000.0
ORD000249,CUST08652,2026-08-09T19:25:42+00:00,CREATED,COD,531000.0
ORD000250,CUST11059,2026-06-06T00:48:59+00:00,SHIPPED,E_WALLET,115399000.0
ORD000251,CUST12310,2026-06-01T16:35:48+00:00,PAID,E_WALLET,15194000.0
ORD000252,CUST16108,2026-05-10T01:23:13+00:00,SHIPPED,E_WALLET,77858000.0
ORD000253,CUST02094,2026-03-19T10:40:16+00:00,SHIPPED,E_WALLET,77937000.0
ORD000254,CUST16757,2026-06-27T07:26:24+00:00,PAID,E_WALLET,48280000.0
ORD000255,CUST14550,2026-08-13T21:31:34+00:00,SHIPPED,BANK_TRANSFER,22368000.0
ORD000256,CUST18450,2026-07-10T09:08:45+00:00,SHIPPED,BANK_TRANSFER,86642000.0
ORD000257,CUST17895,2026-04-16T23:49:37+00:00,CREATED,E_WALLET,22165000.0
ORD000258,CUST14077,2026-05-10T04:28:05+00:00,SHIPPED,BANK_TRANSFER,121983000.0
ORD000259,CUST10982,2026-05-13T00:13:01+00:00,PAID,BANK_TRANSFER,91294000.0
ORD000260,CUST02461,2026-05-29T12:23:10+00:00,CREATED,CREDIT_CARD,127650000.0
ORD000261,CUST14682,2026-07-08T20:20:28+00:00,SHIPPED,BANK_TRANSFER,15946000.0
ORD000262,CUST10892,2026-04-07T07:44:25+00:00,CREATED,COD,32062000.0
ORD000263,CUST17593,2026-06-06T05:15:52+00:00,PAID,COD,61460000.0
ORD000264,CUST07230,2026-04-28T12:16:10+00:00,CREATED,CREDIT_CARD,32084000.0
ORD000265,CUST16723,2026-04-17T05:33:24+00:00,SHIPPED,CREDIT_CARD,7696000.0
ORD000266,CUST09466,2026-04-11T02:43:54+00:00,SHIPPED,E_WALLET,57706000.0
ORD000267,CUST05657,2026-03-12T16:13:49+00:00,CREATED,CREDIT_CARD,121274000.0
ORD000268,CUST07218,2026-04-26T08:33:03+00:00,SHIPPED,E_WALLET,115573000.0
ORD000269,CUST04389,2026-03-11T14:29:40+00:00,SHIPPED,COD,105059000.0
ORD000270,CUST17382,2026-07-29T13:01:17+00:00,SHIPPED,COD,104657000.0
ORD000271,CUST02500,2026-03-14T05:59:01+00:00,SHIPPED,E_WALLET,27435000.0
ORD000272,CUST06021,2026-06-14T14:38:16+00:00,PAID,BANK_TRANSFER,49648000.0
ORD000273,CUST19306,2026-06-04T03:39:57+00:00,PAID,COD,53187000.0
ORD000274,CUST11121,2026-08-16T02:12:44+00:00,SHIPPED,COD,65799000.0
ORD000275,CUST13254,2026-04-19T20:21:16+00:00,CREATED,CREDIT_CARD,59417000.0
ORD000276,CUST17467,2026-04-30T02:52:32+00:00,CREATED,BANK_TRANSFER,94701000.0
ORD000277,CUST16926,2026-06-24T06:33:10+00:00,PAID,CREDIT_CARD,149560000.0
ORD000278,CUST10704,2026-07-07T02:24:58+00:00,PAID,BANK_TRANSFER,108804000.0
ORD000279,CUST08469,2026-04-29T03:21:48+00:00,SHIPPED,CREDIT_CARD,59769000.0
ORD000280,CUST08798,2026-04-05T15:34:39+00:00,SHIPPED,COD,37413000.0
ORD000281,CUST19930,2026-05-28T03:21:09+00:00,PAID,BANK_TRANSFER,111052000.0
ORD000282,CUST08487,2026-05-11T05:01:17+00:00,CREATED,COD,4286000.0
ORD000283,CUST13059,2026-06-26T08:02:13+00:00,SHIPPED,E_WALLET,131637000.0
ORD000284,CUST01796,2026-03-02T19:47:17+00:00,PAID,CREDIT_CARD,60019000.0
ORD000285,CUST14016,2026-07-25T23:17:37+00:00,CANCELLED,COD,43983000.0
ORD000286,CUST01541,2026-04-28T12:42:38+00:00,SHIPPED,BANK_TRANSFER,83409000.0
ORD000287,CUST19099,2026-05-12T04:41:34+00:00,PAID,E_WALLET,150914000.0
ORD000288,CUST07531,2026-07-11T05:43:07+00:00,SHIPPED,CREDIT_CARD,6591000.0
ORD000289,CUST13105,2026-04-13T15:26:36+00:00,CANCELLED,E_WALLET,56368000.0
