order_id,customer_id,order_time,status,payment_method,total_amount
ORD000023,CUST00040,2026-08-13T15:28:24+00:00,SHIPPED,BANK_TRANSFER,66206000.0
ORD000024,CUST00023,2026-03-30T14:06:21+00:00,PAID,BANK_TRANSFER,64566000.0
ORD000025,CUST00038,2026-06-19T22:06:04+00:00,SHIPPED,BANK_TRANSFER,8393000.0
ORD000026,CUST00072,2026-03-30T15:56:01+00:00,PAID,E_WALLET,48188000.0
ORD000027,CUST00075,2026-04-26T16:55:23+00:00,PAID,E_WALLET,72600000.0
ORD000028,CUST00079,2026-08-07T19:57:13+00:00,PAID,E_WALLET,37740000.0
ORD000029,CUST00064,2026-07-08T05:18:01+00:00,CREATED,CREDIT_CARD,209741000.0
ORD000030,CUST00054,2026-03-22T08:17:09+00:00,SHIPPED,CREDIT_CARD,60620000.0
ORD000031,CUST00047,2026-04-18T01:20:18+00:00,CREATED,COD,55667000.0
ORD000032,CUST00085,2026-04-25T23:03:19+00:00,PAID,CREDIT_CARD,7494000.0
ORD000033,CUST00017,2026-07-13T06:25:33+00:00,SHIPPED,CREDIT_CARD,37503000.0
ORD000034,CUST00001,2026-08-18T16:00:25+00:00,CANCELLED,COD,36427000.0
ORD000035,CUST00085,2026-07-26T22:22:13+00:00,SHIPPED,E_WALLET,14763000.0
ORD000036,CUST00007,2026-06-05T02:50:11+00:00,CREATED,E_WALLET,46448000.0
ORD000037,CUST00066,2026-05-30T10:14:27+00:00,SHIPPED,E_WALLET,53118000.0
ORD000038,CUST00059,2026-08-13T10:27:42+00:00,SHIPPED,E_WALLET,118034000.0
ORD000039,CUST00078,2026-07-27T16:29:34+00:00,CREATED,BANK_TRANSFER,38747000.0
ORD000040,CUST00013,2026-07-29T18:40:22+00:00,SHIPPED,E_WALLET,51957000.0
ORD000041,CUST00059,2026-04-10T08:53:07+00:00,PAID,COD,73795000.0
ORD000042,CUST00012,2026-08-03T03:01:29+00:00,SHIPPED,E_WALLET,73834000.0
ORD000043,CUST00086,2026-06-16T17:09:12+00:00,CREATED,COD,144685000.0
ORD000044,CUST00074,2026-07-22T16:28:31+00:00,SHIPPED,E_WALLET,2235000.0
ORD000045,CUST00015,2026-05-07T21:19:18+00:00,SHIPPED,E_WALLET,36597000.0
ORD000046,CUST00004,2026-04-15T05:14:04+00:00,PAID,BANK_TRANSFER,40252000.0
ORD000047,CUST00009,2026-04-27T23:59:30+00:00,CREATED,CREDIT_CARD,59116000.0
ORD000048,CUST00048,2026-06-21T17:00:48+00:00,PAID,CREDIT_CARD,14753000.0
ORD000049,CUST00021,2026-08-10T23:08:58+00:00,SHIPPED,COD,120789000.0
ORD000050,CUST00045,2026-06-29T08:46:12+00:00,PAID,COD,87890000.0
ORD000051,CUST00027,2026-07-12T20:18:46+00:00,PAID,BANK_TRANSFER,26365000.0
ORD000052,CUST00023,2026-05-15T21:57:06+00:00,CREATED,COD,67893000.0
ORD000053,CUST00059,2026-03-17T06:26:32+00:00,CANCELLED,CREDIT_CARD,85420000.0
ORD000054,CUST00080,2026-04-17T12:33:43+00:00,PAID,BANK_TRANSFER,119017000.0
ORD000055,CUST00040,2026-07-10T08:53:20+00:00,SHIPPED,COD,45054000.0
ORD000056,CUST00068,2026-03-09T14:22:41+00:00,SHIPPED,CREDIT_CARD,54257000.0
ORD000057,CUST00023,2026-04-04T12:47:35+00:00,SHIPPED,BANK_TRANSFER,79030000.0
ORD000058,CUST00088,2026-05-09T18:47:01+00:00,CANCELLED,BANK_TRANSFER,45508000.0
ORD000059,CUST00057,2026-03-29T02:15:11+00:00,SHIPPED,COD,72867000.0
ORD000060,CUST00048,2026-08-05T08:38:39+00:00,SHIPPED,BANK_TRANSFER,41712000.0
ORD000061,CUST00060,2026-02-28T12:43:29+00:00,SHIPPED,CREDIT_CARD,42324000.0
ORD000062,CUST00042,2026-05-20T20:03:56+00:00,SHIPPED,CREDIT_CARD,146980000.0
ORD000063,CUST00006,2026-06-01T18:46:39+00:00,PAID,BANK_TRANSFER,72786000.0
ORD000064,CUST00100,2026-05-03T14:58:51+00:00,PAID,E_WALLET,144653000.0
ORD000065,CUST00033,2026-04-22T22:47:50+00:00,SHIPPED,CREDIT_CARD,94233000.0
ORD000066,CUST00045,2026-04-23T06:36:52+00:00,PAID,BANK_TRANSFER,42055000.0
ORD000067,CUST00083,2026-03-25T23:37:44+00:00,SHIPPED,BANK_TRANSFER,16665000.0
ORD000068,CUST00066,2026-06-15T13:25:55+00:00,PAID,CREDIT_CARD,63234000.0
ORD000069,CUST00018,2026-06-27T00:03:04+00:00,PAID,CREDIT_CARD,26564000.0
ORD000070,CUST00077,2026-07-20T23:58:15+00:00,PAID,E_WALLET,45922000.0
ORD000071,CUST00087,2026-02-25T21:20:00+00:00,SHIPPED,BANK_TRANSFER,113160000.0
ORD000072,CUST00060,2026-04-01T10:56:14+00:00,SHIPPED,BANK_TRANSFER,58643000.0
ORD000073,CUST00048,2026-07-31T17:21:24+00:00,SHIPPED,CREDIT_CARD,3788000.0
ORD000074,CUST00035,2026-05-18T19:12:07+00:00,PAID,BANK_TRANSFER,23031000.0
ORD000075,CUST00045,2026-06-05T22:31:36+00:00,CANCELLED,E_WALLET,55390000.0
ORD000076,CUST00013,2026-04-24T05:58:05+00:00,SHIPPED,CREDIT_CARD,60576000.0
ORD000077,CUST00098,2026-05-31T05:55:15+00:00,SHIPPED,CREDIT_CARD,1952000.0
ORD000078,CUST00020,2026-04-10T14:12:25+00:00,SHIPPED,CREDIT_CARD,41112000.0
ORD000079,CUST00039,2026-07-07T11:14:43+00:00,CREATED,CREDIT_CARD,120337000.0
ORD000080,CUST00092,2026-06-03T03:32:50+00:00,CREATED,COD,83065000.0
ORD000081,CUST00068,2026-08-07T07:31:33+00:00,CANCELLED,COD,9120000.0
ORD000082,CUST00082,2026-06-13T02:08:43+00:00,PAID,COD,52740000.0
ORD000083,CUST00099,2026-04-05T16:04:43+00:00,SHIPPED,BANK_TRANSFER,128139000.0
ORD000084,CUST00090,2026-07-18T01:27:26+00:00,PAID,BANK_TRANSFER,36206000.0
ORD000085,CUST00070,2026-08-12T18:55:10+00:00,PAID,E_WALLET,63103000.0
ORD000086,CUST00016,2026-06-01T23:10:10+00:00,SHIPPED,E_WALLET,107450000.0
ORD000087,CUST00011,2026-08-05T05:10:44+00:00,SHIPPED,COD,25486000.0
ORD000088,CUST00042,2026-06-25T06:04:39+00:00,SHIPPED,BANK_TRANSFER,60731000.0
ORD000089,CUST00036,2026-03-30T11:29:47+00:00,SHIPPED,BANK_TRANSFER,93873000.0
ORD000090,CUST00005,2026-07-07T21:39:40+00:00,CREATED,BANK_TRANSFER,95569000.0
ORD000091,CUST00048,2026-04-04T02:16:29+00:00,PAID,COD,20005000.0
ORD000092,CUST00095,2026-05-17T22:19:44+00:00,PAID,BANK_TRANSFER,22526000.0
ORD000093,CUST00028,2026-06-28T17:13:43+00:00,CANCELLED,BANK_TRANSFER,27583000.0
ORD000094,CUST00012,2026-02-25T21:26:39+00:00,SHIPPED,CREDIT_CARD,89490000.0
ORD000095,CUST00092,2026-04-15T19:02:55+00:00,SHIPPED,BANK_TRANSFER,35493000.0
ORD000096,CUST00004,2026-05-08T13:00:40+00:00,PAID,E_WALLET,28657000.0
ORD000097,CUST00051,2026-04-12T02:23:31+00:00,CANCELLED,BANK_TRANSFER,114879000.0
ORD000098,CUST00088,2026-07-27T02:31:34+00:00,SHIPPED,COD,79479000.0
ORD000099,CUST00016,2026-06-26T02:27:24+00:00,SHIPPED,E_WALLET,3233000.0
ORD000100,CUST00026,2026-05-12T17:29:10+00:00,SHIPPED,CREDIT_CARD,84331000.0
ORD000101,CUST00022,2026-04-11T16:56:53+00:00,SHIPPED,COD,24751000.0
ORD000102,CUST00006,2026-04-02T23:05:46+00:00,CANCELLED,COD,65325000.0
ORD000103,CUST00064,2026-05-13T04:20:29+00:00,SHIPPED,BANK_TRANSFER,140762000.0
ORD000104,CUST00010,2026-07-22T03:31:59+00:00,SHIPPED,E_WALLET,136842000.0
ORD000105,CUST00052,2026-06-13T18:20:54+00:00,CREATED,CREDIT_CARD,96133000.0
ORD000106,CUST00013,2026-03-02T00:03:41+00:00,CREATED,CREDIT_CARD,136283000.0
ORD000107,CUST00098,2026-02-21T06:40:31+00:00,PAID,CREDIT_CARD,57616000.0
ORD000108,CUST00028,2026-08-10T23:19:32+00:00,SHIPPED,E_WALLET,33952000.0
ORD000109,CUST00098,2026-08-11T19:22:34+00:00,PAID,BANK_TRANSFER,33491000.0
ORD000110,CUST00065,2026-05-12T05:38:06+00:00,PAID,BANK_TRANSFER,12789000.0
ORD000111,CUST00048,2026-06-19T01:33:20+00:00,SHIPPED,COD,24875000.0
ORD000112,CUST00006,2026-04-12T18:47:31+00:00,CREATED,CREDIT_CARD,124834000.0
ORD000113,CUST00051,2026-04-08T15:15:28+00:00,CANCELLED,E_WALLET,109518000.0
ORD000114,CUST00061,2026-06-14T01:11:48+00:00,SHIPPED,BANK_TRANSFER,109652000.0
ORD000115,CUST00034,2026-03-31T08:00:10+00:00,CANCELLED,CREDIT_CARD,79134000.0
ORD000116,CUST00068,2026-04-29T15:23:40+00:00,SHIPPED,COD,31051000.0
ORD000117,CUST00025,2026-06-24T09:21:55+00:00,CREATED,COD,105030000.0
ORD000118,CUST00091,2026-07-13T08:48:27+00:00,CREATED,E_WALLET,32813000.0
ORD000119,CUST00087,2026-04-11T14:48:35+00:00,SHIPPED,E_WALLET,60829000.0
ORD000120,CUST00029,2026-02-23T10:53:54+00:00,CANCELLED,BANK_TRANSFER,39146000.0
ORD000121,CUST00045,2026-03-04T02:25:29+00:00,SHIPPED,E_WALLET,50303000.0
ORD000122,CUST00099,2026-06-28T10:37:44+00:00,SHIPPED,E_WALLET,1490000.0
ORD000123,CUST00096,2026-07-14T02:40:44+00:00,PAID,CREDIT_CARD,103088000.0
ORD000124,CUST00007,2026-05-15T19:13:40+00:00,SHIPPED,E_WALLET,33878000.0
ORD000125,CUST00092,2026-04-19T06:05:19+00:00,PAID,CREDIT_CARD,61106000.0
ORD000126,CUST00097,2026-06-22T13:41:59+00:00,CANCELLED,CREDIT_CARD,16665000.0
ORD000127,CUST00069,2026-03-19T21:42:11+00:00,SHIPPED,BANK_TRANSFER,39751000.0
ORD000128,CUST00001,2026-03-03T11:43:16+00:00,PAID,COD,128200000.0
ORD000129,CUST00043,2026-02-22T10:35:39+00:00,PAID,E_WALLET,70189000.0
ORD000130,CUST00021,2026-04-24T14:52:46+00:00,SHIPPED,E_WALLET,47206000.0
ORD000131,CUST00073,2026-07-15T15:29:28+00:00,SHIPPED,CREDIT_CARD,117795000.0
ORD000132,CUST00018,2026-03-04T13:04:38+00:00,PAID,COD,158440000.0
ORD000133,CUST00034,2026-04-17T05:48:38+00:00,SHIPPED,CREDIT_CARD,48188000.0
ORD000134,CUST00052,2026-03-05T23:45:45+00:00,SHIPPED,CREDIT_CARD,80541000.0
ORD000135,CUST00029,2026-05-25T11:47:22+00:00,CANCELLED,CREDIT_CARD,84232000.0
ORD000136,CUST00098,2026-04-05T07:26:34+00:00,PAID,E_WALLET,3486000.0
ORD000137,CUST00010,2026-07-30T00:11:46+00:00,CANCELLED,E_WALLET,18920000.0
ORD000138,CUST00067,2026-04-18T20:38:07+00:00,PAID,BANK_TRANSFER,108752000.0
ORD000139,CUST00059,2026-05-10T18:31:20+00:00,SHIPPED,CREDIT_CARD,57301000.0
ORD000140,CUST00075,2026-06-04T01:31:06+00:00,CREATED,BANK_TRANSFER,12522000.0
ORD000141,CUST00005,2026-07-18T11:21:56+00:00,PAID,CREDIT_CARD,114946000.0
ORD000142,CUST00084,2026-07-28T16:40:09+00:00,SHIPPED,BANK_TRANSFER,76520000.0
ORD000143,CUST00069,2026-07-09T05:15:24+00:00,PAID,COD,53691000.0
ORD000144,CUST00085,2026-04-03T06:19:21+00:00,PAID,COD,20379000.0
ORD000145,CUST00013,2026-05-30T23:55:04+00:00,SHIPPED,COD,61137000.0
ORD000146,CUST00052,2026-05-14T02:53:12+00:00,PAID,E_WALLET,38367000.0
ORD000147,CUST00030,2026-04-10T00:30:34+00:00,SHIPPED,CREDIT_CARD,99615000.0
ORD000148,CUST00053,2026-08-08T02:50:49+00:00,PAID,BANK_TRANSFER,56818000.0
ORD000149,CUST00007,2026-03-02T20:54:20+00:00,CANCELLED,BANK_TRANSFER,67679000.0
ORD000150,CUST00031,2026-06-26T04:32:39+00:00,SHIPPED,BANK_TRANSFER,-1.0
